x1,x2,y
-27.22306407,27.51249138,1
-26.28925909,24.4618815,1
-12.75906414,23.98266694,1
-22.26393855,28.59175996,1
-22.92737141,30.43072452,1
-18.74952993,23.37034147,1
-24.61598777,9.732556708,1
-21.81456667,39.35651628,1
-25.60671521,21.71502474,1
-20.89580196,13.16892667,1
-7.792438254,39.21704661,1
-10.7859629,29.02846285,1
-6.622569314,28.75659208,1
6.863153275,7.671684812,1
-19.81453411,31.36420568,1
2.88128866,32.342682,1
-19.61607892,34.30808708,1
-35.03821825,43.94090688,1
-33.45010872,30.35456848,1
-4.93961281,26.68578436,1
-22.37472196,25.91103464,1
-23.17554177,30.78456859,1
-27.26638666,18.3847863,1
-39.61074853,27.74688176,1
-15.94509707,14.69695337,1
-8.444831924,34.08538711,1
-11.1691886,12.69629783,1
-19.48110324,32.71576536,1
-37.36696018,29.63515492,1
-10.70605321,23.76033686,1
-27.77418332,1.707284169,1
-26.72246402,13.94252153,1
-31.52721122,21.93742597,1
-30.36171531,24.57677897,1
-20.10045418,17.8797533,1
-20.46222143,22.44657231,1
-31.11617071,22.97238833,1
-22.01524509,11.76004711,1
-23.61075515,39.20741511,1
-22.88962409,23.7091588,1
-16.1910201,23.75900083,1
-25.37341075,20.7953364,1
-30.89172343,32.01444895,1
-28.20406321,34.962379,1
-30.4021627,29.3080901,1
-38.10429077,28.89652395,1
-10.96877842,19.41275245,1
-26.44205162,11.49165155,1
-16.16081572,35.27513679,1
-21.85031561,11.36638347,1
-16.48605978,21.27178419,1
-32.77506462,25.31325721,1
-14.21807976,29.9702362,1
-26.14552448,28.9182383,1
-20.77493849,6.002023701,1
-24.83833794,23.09480316,1
-26.97893546,43.59113996,1
-30.35727355,19.02350955,1
-24.59933577,7.35664795,1
-46.98353206,30.39249334,1
-14.24571777,49.47462287,1
-25.68764753,18.68635804,1
-39.70759496,10.11749233,1
-21.61690534,17.01350527,1
-14.10475701,27.44926139,1
-33.01063634,16.96486473,1
-18.67223022,15.87472828,1
-12.26004547,38.87858961,1
-16.91544552,7.133898361,1
-10.08699902,35.30323347,1
-13.48652219,30.12978308,1
-23.99059295,10.60297767,1
-38.76656872,19.4354444,1
-33.8309892,27.612807,1
-18.06116024,38.71728155,1
-16.10224907,28.29423592,1
-10.80961038,34.0737543,1
-16.92354861,17.03885043,1
-37.95232676,19.14625435,1
-23.16458786,18.25661879,1
-42.23067607,19.90604835,1
-14.55567931,22.53091707,1
-22.1652695,20.91284116,1
-19.12194933,14.37569129,1
-29.84799131,34.14531193,1
-41.62522353,17.26861482,1
-14.19280398,29.39568643,1
-36.0027273,19.32296539,1
-27.2290225,35.82013669,1
-36.2749404,9.287323491,1
-26.75674394,23.7525253,1
-41.88604747,8.436596668,1
-39.0812096,17.36736282,1
-16.381995,20.8059808,1
-20.02769606,19.99509544,1
-20.46844772,13.56338062,1
-20.09169939,10.68774751,1
-7.46072229,16.50908069,1
-15.80321263,32.01146021,1
-21.9685329,20.15599216,1
-33.62970512,16.95184641,1
-32.08300084,15.4644737,1
-26.70073272,18.39492343,1
-14.59827051,13.22937316,1
-44.03073898,21.95390308,1
-16.98946112,10.33915169,1
-25.92111885,16.83801075,1
-22.9248223,29.85293208,1
-16.14889146,13.03738313,1
-42.02446962,14.90724446,1
-23.63915472,34.60682374,1
-13.20921736,29.1141355,1
-21.15709126,26.8413354,1
-24.64185783,13.86997627,1
-15.65359853,17.51783677,1
-26.18677915,15.45104293,1
-36.26465757,31.23434431,1
-20.80569323,9.83739071,1
-24.45792102,8.301140972,1
-25.84083391,19.09622929,1
-23.90531897,17.24504609,1
-35.03475,24.78937853,1
-27.76070284,14.50036485,1
-13.60853482,16.35380379,1
-25.29958542,10.73437206,1
-11.50353244,7.648065651,1
-20.83462785,29.77346967,1
-31.80514972,20.8118692,1
-47.43128571,16.30062211,1
-16.90584762,14.99720781,1
-29.27002601,21.18461457,1
-30.33809217,46.48793547,1
-18.46735437,21.6431791,1
-10.44676423,14.38467269,1
-32.22037317,-9.428389133,1
-25.15595341,13.44930691,1
-29.37231406,15.34077301,1
-33.73670418,18.68446698,1
-30.97025758,28.61611415,1
-19.27570244,25.44762518,1
-9.631129353,29.91229699,1
-48.93993917,21.59026377,1
-38.8246469,13.57471346,1
-28.28388353,18.65474362,1
-19.0730092,24.43227746,1
-27.11871965,11.89503177,1
-10.70482325,22.52651222,1
-21.56446683,6.943391635,1
-33.58278897,7.18634712,1
-34.03212168,10.90012241,1
-18.43008006,30.02846586,1
-20.56204231,18.74490434,1
-22.37319385,13.33732186,1
-27.99055985,32.80490511,1
-23.67387103,12.49715217,1
-30.69068568,4.906624682,1
-9.1087975,18.56289054,1
-36.76613799,16.76501467,1
-28.07967239,14.01860777,1
-28.33672161,10.86750691,1
-3.066873817,23.79278944,1
-34.18526125,12.71817153,1
-15.95723589,20.36252095,1
-22.6302751,12.65457699,1
-27.63144372,22.51496914,1
-18.14407202,29.33880951,1
-21.87597278,8.060523532,1
-22.51005528,17.76218098,1
-28.71289789,17.20031973,1
-13.73641624,0.383251859,1
-22.25559326,-1.78496483,1
-23.65106967,13.76367188,1
-11.05027674,39.46505148,1
-52.73609685,27.51545807,1
-20.50457057,18.7413986,1
-24.43256793,7.213994199,1
-10.54273669,2.601935487,1
-26.62224039,18.98801199,1
-24.57274074,38.6230444,1
-25.64414513,7.060593281,1
-18.08434097,2.953289942,1
-36.5813532,23.84642599,1
-28.42307621,32.0584926,1
-27.26534087,21.4642748,1
-38.40210481,11.8667011,1
-16.3391326,10.79801769,1
-23.55451326,15.25449308,1
-4.955246635,4.107352683,1
-25.50439105,12.15197938,1
-3.890050504,11.38723624,1
-0.357894893,34.45077022,1
-45.60330395,19.31510083,1
-22.48827265,26.11961523,1
-23.17391535,4.080595653,1
-8.600796699,8.433302138,1
-18.78061225,14.85193838,1
-10.86446595,17.94237602,1
-9.26805331,9.818213025,1
-36.60263786,7.005510935,1
-28.00104938,-3.009334726,1
-22.4499613,6.331199425,1
-17.91975096,5.609850779,1
-19.3585002,29.25868759,1
-35.45479878,6.885704785,1
-5.205548951,16.26181045,1
-19.77466758,20.0956033,1
-30.15439018,13.6037283,1
-5.379700146,-0.936443185,1
-25.83179745,21.98107502,1
-2.444790461,25.72541823,1
-11.67411194,9.739416863,1
-21.48340942,13.88012175,1
-34.49475417,14.65622619,1
-11.56434249,19.20883202,1
-31.08959151,18.09814238,1
-7.896875572,6.679640277,1
-13.87268967,-34.04492308,1
-6.97853353,-2.239262762,1
-29.54967253,18.97291242,1
-25.38781586,19.54267651,1
-23.03165335,5.833318471,1
-24.26100308,11.44290611,1
-11.14095158,16.33899843,1
-19.78891368,7.1409151,1
-28.21732142,-9.862681503,1
-22.43890725,10.69612611,1
-26.99661252,15.02485893,1
-18.55931287,24.87821277,1
-23.64210541,13.82314504,1
-17.89657453,22.87999907,1
-12.56609863,5.432701528,1
-21.69959886,31.91495425,1
-25.18942785,36.45658475,1
-13.26309166,6.429189378,1
-17.75083507,34.52150409,1
-30.1079755,32.45694541,1
-9.994921398,23.63581673,1
-25.54697774,7.014947635,1
-22.76445731,18.05079026,1
-21.71701469,26.35026062,1
-27.53669251,-12.92047885,1
-15.85357482,11.97470583,1
-24.63331291,6.394939683,1
-34.61489846,23.91796539,1
-30.69557541,8.530782822,1
-8.588899924,7.745459365,1
-13.3583518,24.26196847,1
-28.0762725,15.57829361,1
-12.18882696,23.12029742,1
-22.16013873,8.880811161,1
-8.632377558,20.25358447,1
-21.35011287,14.91914868,1
-18.8531574,-5.005612526,1
-21.97514084,19.67438689,1
-4.162510794,22.01397236,1
-22.65602816,24.81689933,1
-15.78812542,17.70823479,1
-16.9762559,25.55183181,1
-22.24662628,-2.340958002,1
-0.44265058,26.32720171,1
-2.611934282,19.6986445,1
-12.27545427,14.53897311,1
-7.500694659,8.794366576,1
-4.67361465,25.40020496,1
-4.397731147,11.39045513,1
-30.87693541,4.790418373,1
-10.73237687,30.47204677,1
-5.003546436,35.09718015,1
-5.120071989,7.61349029,1
-1.830689813,19.48118597,1
-4.585451027,10.50480796,1
-21.76900653,23.19489461,1
-4.720364159,23.10310395,1
-2.096256108,22.35639841,1
-15.38189795,6.07502688,1
-20.55650399,25.07801556,1
-21.34911115,20.04344569,1
-8.154532793,29.57824604,1
-22.05542896,19.11582562,1
-25.36953319,32.87645651,1
-14.73560502,37.1067479,1
-13.86671435,16.82159214,1
-22.59147232,26.59921588,1
-16.08166027,12.8328715,1
-19.50659529,6.762904304,1
-11.2239499,17.71563196,1
-12.74770904,6.363954764,1
-7.721700857,23.08059034,1
5.592898525,21.6326931,1
-29.15583657,25.65868515,1
-21.83799962,17.7692077,1
-9.361428098,20.20807987,1
-17.0179343,25.23904251,1
18.68940477,9.985751244,2
17.0343933,25.70234181,2
37.7188607,11.10026154,2
17.19881693,36.87349405,2
33.62341872,12.07642974,2
21.75664796,34.70849326,2
6.28037364,21.99248721,2
27.90063736,20.35118427,2
37.33170753,32.68649947,2
18.70797408,1.307155777,2
5.24142609,7.331256459,2
42.07309383,13.91777032,2
28.45022219,28.916065,2
11.05635588,38.8787931,2
19.26657606,9.191911554,2
26.45003186,16.29533744,2
25.92957384,12.87009641,2
47.88051239,19.62667351,2
30.0578417,23.17431109,2
13.66380409,19.03153317,2
23.74787139,27.1676682,2
24.0299045,31.02677411,2
29.37897761,31.67534506,2
14.67326644,27.47359732,2
28.84907512,19.08214365,2
37.82564284,16.74010895,2
31.6414155,22.2216852,2
22.80275082,14.51638522,2
46.4246659,33.74390045,2
32.31766979,11.8108031,2
26.75975241,21.36771591,2
19.16495711,23.43077055,2
16.81058536,15.98034336,2
18.69969976,34.92067197,2
33.47274923,19.90858633,2
27.24847361,26.49139622,2
23.1136858,16.80213034,2
38.08146482,33.09401601,2
22.39844115,25.53244257,2
28.03754437,38.56451118,2
29.13655643,30.52838339,2
15.51316144,31.78415379,2
32.03109374,27.94277856,2
21.22252099,28.0200031,2
31.20602204,23.49230082,2
7.386876024,23.88805543,2
17.36628675,45.50518738,2
18.18199402,21.20964904,2
24.57482103,32.05604815,2
12.66559999,51.07335815,2
25.95532912,24.63308865,2
29.54677009,19.89248422,2
20.61552484,29.4114612,2
5.292566816,27.83432194,2
13.73585585,25.27659255,2
33.68651168,27.78591904,2
34.96448663,34.77669931,2
11.24747228,29.83441477,2
22.29340549,7.450363341,2
28.88654281,18.68988167,2
9.777787164,20.70049189,2
18.70898617,7.351058704,2
15.28281585,30.01903756,2
23.21587059,8.198360559,2
10.80544215,17.40836787,2
6.06974924,36.10391211,2
19.46986665,36.76597333,2
6.203785207,7.339005336,2
19.2486545,17.47754152,2
6.123604595,38.67886496,2
6.786238868,23.17758856,2
17.01367494,26.88623383,2
34.71771334,8.236588116,2
13.00822252,24.07554957,2
11.24053726,25.46231781,2
15.70494586,30.76412101,2
53.50230065,26.79456701,2
11.2653566,27.79885666,2
28.25640623,47.68028383,2
17.56022683,15.10077442,2
33.82426781,19.50553113,2
22.78291901,14.95684952,2
26.57099589,17.44058028,2
19.34686756,31.33872734,2
36.91122178,27.93018596,2
17.16312854,27.28261718,2
31.42532683,40.26751249,2
10.81955215,25.52724571,2
24.39453132,33.84296846,2
1.036218066,34.01659204,2
12.63241484,32.09899622,2
41.84507745,25.38833849,2
17.33048388,23.71814841,2
42.71135545,34.53205067,2
26.79090067,24.94834378,2
18.66990209,24.9965836,2
7.863514881,28.69758036,2
29.15362604,43.39061979,2
13.03801634,33.36738375,2
24.11071849,32.52846256,2
36.68115323,27.80719798,2
11.47947165,17.27654265,2
16.57078292,25.52586298,2
27.15048601,22.07317114,2
30.13307161,19.46160824,2
13.81187639,25.1651216,2
26.3561947,17.45062133,2
34.30083358,21.01338987,2
16.04983337,28.04358801,2
3.488075138,35.09188493,2
10.20862884,21.68690151,2
17.94597148,21.59434567,2
3.374062672,18.38140102,2
28.67523155,-1.98330273,2
13.67242205,22.51220043,2
15.18413464,23.95595398,2
8.693364822,9.588913758,2
18.78533746,21.56474154,2
31.19653106,32.83323657,2
15.32049841,11.8734739,2
11.18495393,7.707904061,2
21.44066599,17.16769227,2
22.18912669,28.20009574,2
15.53325644,16.20306403,2
27.41616666,34.19714989,2
19.33692254,21.60048319,2
14.09269035,24.1504508,2
7.999254014,36.22148894,2
41.45980997,11.15469779,2
11.94226332,14.48217493,2
30.77451016,18.23373033,2
2.21127828,20.9628579,2
15.32970495,17.21835006,2
13.42404593,19.56965362,2
4.48964431,19.73666717,2
17.66552052,24.5868069,2
18.31399711,9.39545133,2
15.94914293,33.55820594,2
39.73774695,20.64924804,2
15.63691818,15.29111998,2
25.57244285,16.51148502,2
11.11563054,26.41583683,2
22.35201033,8.577806967,2
17.72395498,28.22427884,2
21.892509,27.81737486,2
10.02721952,19.96037749,2
12.4676749,21.45092208,2
20.82396665,8.772436459,2
11.17647818,28.53968474,2
34.61716262,7.723789927,2
8.603501848,26.8316519,2
25.19565893,21.62173648,2
27.77981257,17.5557176,2
2.158331445,23.55218882,2
5.315605323,20.88392879,2
16.61400959,30.97950446,2
3.437782348,17.28803092,2
27.92989882,13.96782454,2
8.479590716,24.4305065,2
13.67454475,28.57779242,2
9.461627581,1.921122133,2
22.75804096,14.45100537,2
19.70371671,0.483006709,2
4.272816047,24.12579724,2
2.878728136,12.74533806,2
3.795753253,31.88547766,2
20.18942905,40.49915791,2
23.20050268,17.07151271,2
17.39217182,31.94899423,2
5.39363067,21.00670968,2
16.43469119,34.44520527,2
24.26546031,13.02466483,2
-0.532525565,28.22987494,2
4.709618021,15.11233313,2
4.447625282,20.12861758,2
23.68690023,25.93267899,2
-3.895148348,10.92144075,2
10.67937102,16.51303987,2
16.90180471,32.82614477,2
33.73182083,14.63306358,2
30.76667317,19.38529418,2
-1.327266345,29.74721456,2
-11.23771128,27.60495736,2
26.89592555,27.90172602,2
6.305680097,-7.588588676,2
0.5425263,-3.823835065,2
9.023034369,20.6869001,2
15.69100062,23.03257523,2
15.39294751,3.465710313,2
36.52136398,7.301990089,2
18.35340633,17.66384022,2
10.92722288,-0.552586423,2
27.33816364,19.40886978,2
11.81840791,22.42692148,2
3.936575684,36.91730445,2
18.39462473,26.98115734,2
17.33699898,11.52047828,2
8.97694017,30.18765293,2
22.48050299,2.572199935,2
17.69407125,0.370968785,2
26.50188786,22.3907818,2
4.757573247,33.34302405,2
20.53538278,15.62701791,2
26.59052443,29.24493687,2
17.99663815,19.32502204,2
14.98917062,29.06276458,2
17.52091614,13.92098347,2
13.9639808,16.83647228,2
16.65410773,40.22979645,2
12.90578815,18.36049105,2
16.38331071,21.64561475,2
15.63082916,14.91847008,2
14.1415021,14.41957739,2
-1.907028702,4.397943799,2
-2.816389326,0.758739944,2
27.58494681,23.67057643,2
22.360896,24.22860477,2
18.11563703,26.60792503,2
15.81338877,18.95534085,2
10.24990366,18.03946745,2
9.440446564,29.83991747,2
17.07786063,23.35399695,2
12.64438343,26.35775638,2
15.04495096,39.99744467,2
34.27323991,27.79221617,2
31.35338958,5.033862167,2
2.521702221,29.06339912,2
9.017876574,25.78151725,2
7.938938068,25.61406101,2
16.86371933,11.13109679,2
22.45946918,17.49960185,2
19.25704172,17.55552923,2
39.16387615,34.04596274,2
40.91742583,7.758739908,2
29.40584933,33.4763494,2
32.61524005,30.17920408,2
26.73769565,33.50254095,2
3.564509382,17.75022967,2
16.2490666,-2.17138296,2
22.56701048,19.11758467,2
38.42508745,16.35143318,2
21.01270401,19.33010089,2
30.87729326,6.55347644,2
15.11387874,19.87266189,2
35.61181641,22.81841869,2
12.75044976,5.964758436,2
18.41715263,12.28198277,2
2.181137534,13.296853,2
11.58215852,15.40574291,2
24.3149834,15.52840561,2
19.32103693,7.087299845,2
24.2914425,30.76789838,2
35.5678683,22.9704021,2
32.58235852,20.14561142,2
38.65031536,14.84265307,2
19.36013362,12.97658183,2
15.98060076,23.33175915,2
16.71930414,18.20504421,2
20.33219964,11.07581914,2
48.086929,10.17820711,2
14.61864828,11.60496405,2
-1.773877399,29.72345613,2
6.779418325,29.02793819,2
24.47914809,19.453007,2
16.50422954,14.42771559,2
8.508670583,-3.560980755,2
29.73295258,-0.235268086,2
6.82750822,28.77491361,2
30.52292526,14.98646918,2
28.86802513,17.90654414,2
22.27779465,46.13103102,2
18.4838266,12.55643485,2
-4.844310239,8.742594787,2
7.363682033,24.15540985,2
34.87521991,6.101717713,2
-3.597630566,11.5360125,2
32.03117865,-1.099277927,2
19.00793469,11.03463802,2
4.072693535,20.08856647,2
9.531675701,20.9118638,2
23.87272313,9.107466366,2
10.5994002,13.13593647,2
10.48122379,19.53898591,2
20.05869685,14.44701287,2
10.79940449,-11.13671831,2
15.65731441,21.35026437,2
27.63996372,26.64536365,2
32.25849128,12.65397206,2
27.27934315,12.76404483,2
21.55838714,22.01405993,2
18.90168113,3.563942884,2
13.30916802,-14.56856482,2
29.43822619,0.376094361,2
15.97995144,14.67433962,2
11.86040903,13.63127613,2
36.72173792,3.678524748,2
10.48390445,10.44182804,2
17.62698235,-2.301681576,2
40.85790664,20.93610489,2
18.88865506,-8.628007172,2
10.76030677,35.92066322,2
4.011181424,18.56206427,2
33.89600784,20.90428628,2
18.2147178,-1.0446286,2
21.23322552,13.19494429,2
23.66021921,26.98735248,2
12.34004007,15.78826823,2
19.99496485,7.046041437,2
9.587900632,5.426165204,2
23.29378421,9.671810392,2
28.58378231,10.94050575,2
12.16959924,7.203874218,2
22.47980365,29.54222254,2
41.14919445,10.31559549,2
16.94282087,8.986289172,2
16.34521927,18.63714157,2
28.68029991,7.523162917,2
4.062732284,28.55529435,2
23.82229962,-6.133215805,2
20.41851479,29.41833705,2
17.72556078,16.75122744,2
16.1195757,14.5962392,2
20.95610549,27.20457272,2
16.51185167,35.50813769,2
15.98421795,19.63888319,2
10.15904312,30.92150035,2
27.07056491,15.73178059,2
42.63559512,11.24944863,2
24.30980301,6.213065958,2
32.16006737,19.53320851,2
11.86982176,34.68651425,2
25.01235906,10.98418202,2
21.96166577,22.97056988,2
36.48934273,25.00835605,2
27.20887976,32.45151044,2
31.87511578,25.27476204,2
24.46362142,9.505378098,2
26.79772605,21.14974902,2
20.10866986,10.95757271,2
8.194550401,33.35535079,2
34.72214831,37.90615993,2
24.30027529,22.47245316,2
20.68753864,10.97124873,2
33.36889103,9.161687373,2
29.06388911,12.28274487,2
25.36652176,27.18797889,2
20.393235,20.93119371,2
32.99124865,13.16787681,2
14.00231129,22.5658511,2
12.75942648,25.72997107,2
42.90791042,27.00261986,2
14.57769266,30.6810066,2
34.98871352,27.98982265,2
21.27607003,11.85804661,2
28.69182337,14.28990674,2
39.25644354,11.71822354,2
28.72601624,1.311898362,2
30.82397475,9.65238575,2
40.49338984,5.711473486,2
37.19210793,36.97060038,2
-1.504532745,-11.74295974,3
10.22547656,-10.19887801,3
13.76499543,-1.78632494,3
9.233034047,-19.29085683,3
8.337305301,-23.98880041,3
-4.394748082,-16.90994455,3
-6.623365837,-14.09386055,3
3.865555467,-28.52512714,3
-16.62471854,-42.92223596,3
7.790286256,1.135089577,3
-7.043297256,-34.03104305,3
5.635587918,-21.63079098,3
5.778736245,-26.94225772,3
5.633204217,-14.72317731,3
-5.604986851,-21.06468639,3
14.10821126,-24.82160196,3
5.244665694,-13.43348457,3
1.72833429,-14.25671284,3
16.94745798,-11.9643159,3
13.36962302,-12.1878056,3
8.300532513,-2.032982388,3
6.007722169,-15.96707345,3
-0.996015489,-27.32000146,3
-0.787246368,1.418893924,3
14.23687411,-11.02549078,3
-0.226136091,-2.597969962,3
6.838098492,-23.51369634,3
3.692974598,-21.3770376,3
1.521645687,-7.352548276,3
29.14997936,-25.09333018,3
15.47308204,-9.883727987,3
14.23264625,-15.60805013,3
14.18663341,-23.98042976,3
14.80818013,-12.66691689,3
3.558660232,-19.14492303,3
3.197664654,-12.87690838,3
2.165009869,-16.0008643,3
8.50419993,-8.850037155,3
6.60769264,-21.59761192,3
-0.535111428,-15.74728723,3
-5.983149241,-35.7331866,3
-4.509464157,-9.333665658,3
-5.971833895,-12.62852859,3
-1.913074649,-29.65304068,3
17.17281493,-10.22817194,3
4.398123947,-15.68765593,3
1.363204666,-27.14695723,3
-13.85705377,-17.22904338,3
12.45198076,-21.28177067,3
8.531794378,-11.67074208,3
7.971123264,-6.414698646,3
-6.229359289,-25.11469135,3
-4.772455174,-6.741057168,3
1.771099671,-19.61722554,3
3.098015836,1.625639721,3
2.9056262,-11.60678505,3
14.09989936,-21.55287238,3
-1.653556339,-21.83486709,3
0.523412044,-15.0582166,3
18.14729351,-10.60837486,3
-3.524606336,-10.05919919,3
-1.790278503,-3.231020339,3
6.191682561,-17.39762607,3
-10.13130336,-10.85884834,3
20.06490812,-17.43649653,3
15.02660814,-31.67838446,3
-12.40322476,-20.15986288,3
-5.301521235,-17.68452611,3
-3.044233475,-3.704998211,3
-0.827287588,-13.20232404,3
1.820010809,-7.026421113,3
1.097443463,-21.96145011,3
-0.534836865,-35.08704729,3
17.82791768,-20.75419815,3
7.344578965,-15.71911591,3
11.48606949,-14.36731074,3
8.233489374,-16.25282184,3
34.8274055,-22.08211297,3
-6.310929031,-4.740824892,3
-0.886143481,-29.54516752,3
-8.619733697,3.619060395,3
-12.15413971,-12.4451288,3
-8.465816497,1.73793379,3
2.225214123,-10.15111138,3
-15.19726303,-23.15311295,3
-6.303665334,4.05430171,3
-5.875138966,-16.30891424,3
2.272484906,-20.7262288,3
-0.859541564,-21.25284976,3
1.46921688,-27.14236684,3
-9.239878684,-30.19280041,3
0.764185925,-33.92741962,3
-6.195120303,-16.53378685,3
0.379524377,-0.537839928,3
3.952453016,-15.76640046,3
-3.919695485,-15.83496242,3
6.794344334,-34.45447559,3
4.005491331,-26.1343591,3
6.188158885,-12.70119239,3
8.376077136,-12.66808675,3
10.47601671,10.88629825,3
-24.99369863,-13.04487359,3
-3.178447718,-12.96617055,3
6.462438595,-13.78526927,3
-14.08627332,-11.5228994,3
0.433200696,-19.12514788,3
3.228269976,-8.905353482,3
-15.94482826,3.557639865,3
2.943424174,-17.43899102,3
-10.74167556,-15.36814292,3
1.37377903,-9.01840212,3
-0.267148344,-13.40323958,3
-6.914994032,-11.60225234,3
-13.44833358,-24.21600241,3
-24.86596947,-30.31110457,3
-21.0378922,-18.96013378,3
0.035626612,-6.534706169,3
1.09390681,-17.26334444,3
-13.33011171,-20.99193505,3
6.306136053,-10.93466919,3
-0.992383682,-14.23860009,3
-0.589031983,12.83544737,3
-6.944032529,-9.622753749,3
-5.59418963,-11.69841413,3
-0.883020518,0.311474058,3
-7.150179159,-33.25327564,3
1.909089295,-12.29020812,3
-3.982366883,-11.63318691,3
-1.981971513,-5.221668233,3
6.637092302,-21.33079535,3
-9.733804345,-24.90992,3
6.095491334,-28.13755386,3
0.117203255,-7.632195498,3
-7.722372733,-36.67652777,3
-14.66445089,-23.24751153,3
0.293056548,-15.29906444,3
-11.37533095,-10.4000674,3
6.966136726,-31.16656727,3
-0.096474039,-25.0312784,3
17.86180516,-19.89207542,3
-8.1812844,-18.18725174,3
-1.201538664,2.207738887,3
-11.86638947,-11.81375676,3
-12.55242345,-12.99915896,3
3.386174682,-14.88527342,3
-17.26653972,-15.70883728,3
9.279037793,-19.03378307,3
11.10393993,-6.153681122,3
1.083040215,-27.3281165,3
-7.046061482,-22.77468589,3
-13.81080312,-18.05770235,3
-11.60710399,-17.34984714,3
-18.88706315,-7.244601476,3
-10.48428842,-39.40219614,3
-9.305672493,-7.87997379,3
12.76362211,-21.49433172,3
21.00482783,0.460008734,3
14.6352679,-24.43457941,3
-3.693946072,-23.08941316,3
-9.494955639,-6.790757667,3
0.217873905,-26.04358983,3
-5.771115734,-22.04124449,3
18.63160408,-17.24682578,3
4.834829235,-14.08184975,3
-19.79836769,-20.83844221,3
-21.18669078,-16.93171577,3
-18.5748885,-17.37208637,3
16.68289797,-27.25905336,3
2.144869376,-34.60089298,3
-20.80607323,-13.67465113,3
-1.626535595,-11.47507775,3
0.178640822,-30.938639,3
-17.97856024,-36.54073093,3
-5.432985208,-37.68906018,3
-2.348759734,-9.831811053,3
-3.733681924,-35.57400459,3
-4.625881867,-37.15680035,3
-17.19660968,-9.420401911,3
-3.399086266,-34.82528337,3
-19.06442009,-27.24225814,3
3.12906439,-31.0576087,3
7.217065644,-12.57650785,3
-2.123795314,-26.97922714,3
-8.849218533,-18.15459566,3
-20.63491393,-28.79321413,3
12.90464242,-21.76905808,3
16.2042226,-11.61292382,3
-18.00658877,-2.372004343,3
-6.112411803,-25.41944749,3
-21.4726092,-21.53461001,3
4.135789158,-29.16658485,3
-10.47400549,-29.88968637,3
-32.63086518,-11.64148891,3
-8.577758978,-26.65773573,3
-5.175617579,-19.23992929,3
-4.22055255,-22.99667132,3
1.590800148,-16.56446837,3
5.715056463,-31.7704401,3
-12.99274443,-24.70149323,3
-7.115012515,-16.79520882,3
-5.531885876,-8.792957155,3
10.24412077,-7.242660043,3
-9.218961588,-38.49067779,3
-9.397665259,-32.99580737,3
-27.54239027,-25.00712233,3
3.639529239,-22.32211987,3
-0.772666333,-17.94133813,3
-8.512343676,-13.94543449,3
-8.077540379,-32.55301408,3
8.565841262,-37.6856916,3
-16.87928609,-28.26845204,3
-10.764899,-32.58673065,3
-11.44726787,-20.0671364,3
8.345962225,-8.850903632,3
-8.154739815,-20.23569714,3
13.08267402,-10.22440027,3
2.161920465,-30.01480224,3
-2.425794091,-14.02482635,3
5.235944307,-37.11557315,3
13.01724104,-10.11275924,3
-8.465900318,-24.43521789,3
-16.6562084,-3.399831328,3
-13.41325752,-17.76059705,3
-3.041797783,-17.31695926,3
0.103786789,-30.00318529,3
-0.032470063,-40.69085557,3
7.794981488,-20.69025635,3
-4.522395232,-31.93801334,3
